Number of ports,Number of nets,Number of cells,Number of combinational cells,Number of sequential cells,Number of macros/black boxes,Number of buf/inv,Number of references,Combinational area,Buf/Inv area,Noncombinational area,Macro/Black Box area,Total cell area,Cell Internal Power (mW),Net Switching Power (mW),Total Dynamic Power (mW),Cell Leakage Power (mW),IO_Pad Internal Power,IO_Pad Switching Power,IO_Pad Leakage Power,IO_Pad Total Power,Memory Internal Power,Memory Switching Power,Memory Leakage Power,Memory Total Power,Black_Box Internal Power,Black_Box Switching Power,Black_Box Leakage Power,Black_Box Total Power,Clock_Network Internal Power,Clock_Network Switching Power,Clock_Network Leakage Power,Clock_Network Total Power,Register Internal Power,Register Switching Power,Register Leakage Power,Register Total Power,Sequential Internal Power,Sequential Switching Power,Sequential Leakage Power,Sequential Total Power,Combinational Internal Power,Combinational Switching Power,Combinational Leakage Power,Combinational Total Power,Total Internal Power,Total Switching Power,Total Leakage Power,Total Total Power,Label,Circuit
218,2735,2248,0,2248,0,0,31,0,0,0,0,0,0,171.8676,171.8676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.4982,0,171.4982,0,171.4982,0,171.4982,'Trojan Free','S13207'
218,2753,2266,0,2266,0,0,38,0,0,0,0,0,0,172.887,172.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5175,0,172.5175,0,172.5175,0,172.5175,'Trojan Infected','S13207-T400'
218,2782,2291,0,2291,0,0,47,0,0,0,0,0,0,174.5002,174.5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.1309,0,174.1309,0,174.1309,0,174.1309,'Trojan Infected','S13207-T401'
218,2844,2355,0,2355,0,0,52,0,0,0,0,0,0,178.8289,178.8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.4594,0,178.4594,0,178.4594,0,178.4594,'Trojan Infected','S13207-T402'
218,2773,2282,0,2282,0,0,50,0,0,0,0,0,0,174.3227,174.3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.9534,0,173.9534,0,173.9534,0,173.9534,'Trojan Infected','S13207-T403'
218,2755,2268,0,2268,0,0,38,0,0,0,0,0,0,173.0446,173.0446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.675,0,172.675,0,172.675,0,172.675,'Trojan Infected','S13207-T404'
218,2758,2271,0,2271,0,0,39,0,0,0,0,0,0,173.1382,173.1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7689,0,172.7689,0,172.7689,0,172.7689,'Trojan Infected','S13207-T405'
218,2861,2370,0,2370,0,0,56,0,0,0,0,0,0,180.2171,180.2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.8478,0,179.8478,0,179.8478,0,179.8478,'Trojan Infected','S13207-T406'
218,2754,2267,0,2267,0,0,37,0,0,0,0,0,0,172.9414,172.9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5718,0,172.5718,0,172.5718,0,172.5718,'Trojan Infected','S13207-T407'
218,2772,2282,0,2282,0,0,47,0,0,0,0,0,0,173.9521,173.9521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.5828,0,173.5828,0,173.5828,0,173.5828,'Trojan Infected','S13207-T408'
218,2835,2344,0,2344,0,0,51,0,0,0,0,0,0,178.6614,178.6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.292,0,178.292,0,178.292,0,178.292,'Trojan Infected','S13207-T409'
218,2757,2270,0,2270,0,0,39,0,0,0,0,0,0,173.0863,173.0863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.717,0,172.717,0,172.717,0,172.717,'Trojan Infected','S13207-T410'
218,2754,2267,0,2267,0,0,37,0,0,0,0,0,0,172.9353,172.9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5658,0,172.5658,0,172.5658,0,172.5658,'Trojan Infected','S13207-T411'
218,2760,2270,0,2270,0,0,42,0,0,0,0,0,0,173.1675,173.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.798,0,172.798,0,172.798,0,172.798,'Trojan Infected','S13207-T412'
218,2759,2272,0,2272,0,0,39,0,0,0,0,0,0,173.222,173.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8528,0,172.8528,0,172.8528,0,172.8528,'Trojan Infected','S13207-T413'
218,2754,2267,0,2267,0,0,37,0,0,0,0,0,0,173.0659,173.0659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6964,0,172.6964,0,172.6964,0,172.6964,'Trojan Infected','S13207-T414'
218,2826,2335,0,2335,0,0,52,0,0,0,0,0,0,177.8109,177.8109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.4415,0,177.4415,0,177.4415,0,177.4415,'Trojan Infected','S13207-T415'
218,2832,2341,0,2341,0,0,54,0,0,0,0,0,0,178.1029,178.1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.7335,0,177.7335,0,177.7335,0,177.7335,'Trojan Infected','S13207-T416'
218,2760,2273,0,2273,0,0,39,0,0,0,0,0,0,173.3736,173.3736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0043,0,173.0043,0,173.0043,0,173.0043,'Trojan Infected','S13207-T417'
218,2754,2267,0,2267,0,0,37,0,0,0,0,0,0,172.9101,172.9101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5405,0,172.5405,0,172.5405,0,172.5405,'Trojan Infected','S13207-T418'
218,2746,2259,0,2259,0,0,38,0,0,0,0,0,0,172.5984,172.5984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2292,0,172.2292,0,172.2292,0,172.2292,'Trojan Infected','S13207-T420'
218,2757,2270,0,2270,0,0,39,0,0,0,0,0,0,173.0952,173.0952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7259,0,172.7259,0,172.7259,0,172.7259,'Trojan Infected','S13207-T421'
218,2821,2330,0,2330,0,0,52,0,0,0,0,0,0,177.5147,177.5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.1454,0,177.1454,0,177.1454,0,177.1454,'Trojan Infected','S13207-T422'
218,2776,2286,0,2286,0,0,45,0,0,0,0,0,0,174.2226,174.2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.8533,0,173.8533,0,173.8533,0,173.8533,'Trojan Infected','S13207-T423'
218,2756,2269,0,2269,0,0,38,0,0,0,0,0,0,173.0405,173.0405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6711,0,172.6711,0,172.6711,0,172.6711,'Trojan Infected','S13207-T424'
218,2780,2289,0,2289,0,0,47,0,0,0,0,0,0,174.5285,174.5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.1592,0,174.1592,0,174.1592,0,174.1592,'Trojan Infected','S13207-T425'
218,2757,2270,0,2270,0,0,38,0,0,0,0,0,0,173.1719,173.1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8026,0,172.8026,0,172.8026,0,172.8026,'Trojan Infected','S13207-T426'
218,2759,2272,0,2272,0,0,38,0,0,0,0,0,0,173.1508,173.1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7816,0,172.7816,0,172.7816,0,172.7816,'Trojan Infected','S13207-T427'
218,2756,2269,0,2269,0,0,37,0,0,0,0,0,0,173.0379,173.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6686,0,172.6686,0,172.6686,0,172.6686,'Trojan Infected','S13207-T428'
218,2776,2285,0,2285,0,0,47,0,0,0,0,0,0,174.1817,174.1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.8125,0,173.8125,0,173.8125,0,173.8125,'Trojan Infected','S13207-T429'
218,2760,2273,0,2273,0,0,41,0,0,0,0,0,0,173.2612,173.2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8919,0,172.8919,0,172.8919,0,172.8919,'Trojan Infected','S13207-T430'
218,2754,2267,0,2267,0,0,37,0,0,0,0,0,0,173.0662,173.0662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6967,0,172.6967,0,172.6967,0,172.6967,'Trojan Infected','S13207-T431'
218,2864,2373,0,2373,0,0,53,0,0,0,0,0,0,179.9918,179.9918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.6223,0,179.6223,0,179.6223,0,179.6223,'Trojan Infected','S13207-T432'
218,2874,2383,0,2383,0,0,57,0,0,0,0,0,0,181.1922,181.1922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.8229,0,180.8229,0,180.8229,0,180.8229,'Trojan Infected','S13207-T434'
218,2749,2262,0,2262,0,0,38,0,0,0,0,0,0,172.7323,172.7323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.3631,0,172.3631,0,172.3631,0,172.3631,'Trojan Infected','S13207-T435'
218,2831,2340,0,2340,0,0,54,0,0,0,0,0,0,177.9304,177.9304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.5611,0,177.5611,0,177.5611,0,177.5611,'Trojan Infected','S13207-T436'
218,2771,2280,0,2280,0,0,46,0,0,0,0,0,0,174.178,174.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.8087,0,173.8087,0,173.8087,0,173.8087,'Trojan Infected','S13207-T437'
218,2772,2281,0,2281,0,0,45,0,0,0,0,0,0,173.9422,173.9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.573,0,173.573,0,173.573,0,173.573,'Trojan Infected','S13207-T438'
218,2774,2284,0,2284,0,0,47,0,0,0,0,0,0,174.0253,174.0253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.656,0,173.656,0,173.656,0,173.656,'Trojan Infected','S13207-T439'
218,2756,2269,0,2269,0,0,37,0,0,0,0,0,0,173.0397,173.0397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6704,0,172.6704,0,172.6704,0,172.6704,'Trojan Infected','S13207-T440'
218,2792,2303,0,2303,0,0,51,0,0,0,0,0,0,175.5717,175.5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.2021,0,175.2021,0,175.2021,0,175.2021,'Trojan Infected','S13207-T441'
218,2860,2369,0,2369,0,0,59,0,0,0,0,0,0,180.233,180.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.8637,0,179.8637,0,179.8637,0,179.8637,'Trojan Infected','S13207-T442'
218,2758,2271,0,2271,0,0,39,0,0,0,0,0,0,173.1814,173.1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8121,0,172.8121,0,172.8121,0,172.8121,'Trojan Infected','S13207-T443'
218,2752,2265,0,2265,0,0,37,0,0,0,0,0,0,172.874,172.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5045,0,172.5045,0,172.5045,0,172.5045,'Trojan Infected','S13207-T444'
218,2757,2270,0,2270,0,0,38,0,0,0,0,0,0,173.0755,173.0755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7062,0,172.7062,0,172.7062,0,172.7062,'Trojan Infected','S13207-T445'
218,2779,2288,0,2288,0,0,49,0,0,0,0,0,0,174.3709,174.3709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0015,0,174.0015,0,174.0015,0,174.0015,'Trojan Infected','S13207-T446'
218,2753,2266,0,2266,0,0,37,0,0,0,0,0,0,172.883,172.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5135,0,172.5135,0,172.5135,0,172.5135,'Trojan Infected','S13207-T447'
218,2760,2273,0,2273,0,0,38,0,0,0,0,0,0,173.1453,173.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.776,0,172.776,0,172.776,0,172.776,'Trojan Infected','S13207-T448'
218,2753,2266,0,2266,0,0,37,0,0,0,0,0,0,172.8678,172.8678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.4982,0,172.4982,0,172.4982,0,172.4982,'Trojan Infected','S13207-T449'
218,2839,2348,0,2348,0,0,54,0,0,0,0,0,0,178.2526,178.2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.8832,0,177.8832,0,177.8832,0,177.8832,'Trojan Infected','S13207-T450'
218,2828,2337,0,2337,0,0,48,0,0,0,0,0,0,178.1202,178.1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.7509,0,177.7509,0,177.7509,0,177.7509,'Trojan Infected','S13207-T451'
218,2753,2266,0,2266,0,0,36,0,0,0,0,0,0,172.872,172.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5025,0,172.5025,0,172.5025,0,172.5025,'Trojan Infected','S13207-T452'
218,2754,2267,0,2267,0,0,37,0,0,0,0,0,0,172.9093,172.9093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5397,0,172.5397,0,172.5397,0,172.5397,'Trojan Infected','S13207-T453'
218,2754,2267,0,2267,0,0,37,0,0,0,0,0,0,172.9563,172.9563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5867,0,172.5867,0,172.5867,0,172.5867,'Trojan Infected','S13207-T455'
218,2838,2347,0,2347,0,0,54,0,0,0,0,0,0,178.7831,178.7831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.4138,0,178.4138,0,178.4138,0,178.4138,'Trojan Infected','S13207-T457'
218,2761,2274,0,2274,0,0,38,0,0,0,0,0,0,173.1673,173.1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.798,0,172.798,0,172.798,0,172.798,'Trojan Infected','S13207-T458'
218,2746,2259,0,2259,0,0,37,0,0,0,0,0,0,172.593,172.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2238,0,172.2238,0,172.2238,0,172.2238,'Trojan Infected','S13207-T459'
218,2759,2272,0,2272,0,0,38,0,0,0,0,0,0,173.2268,173.2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8575,0,172.8575,0,172.8575,0,172.8575,'Trojan Infected','S13207-T460'
218,2759,2269,0,2269,0,0,45,0,0,0,0,0,0,173.244,173.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8744,0,172.8744,0,172.8744,0,172.8744,'Trojan Infected','S13207-T461'
218,2799,2309,0,2309,0,0,50,0,0,0,0,0,0,175.8831,175.8831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.5135,0,175.5135,0,175.5135,0,175.5135,'Trojan Infected','S13207-T462'
218,2753,2266,0,2266,0,0,37,0,0,0,0,0,0,172.9027,172.9027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5332,0,172.5332,0,172.5332,0,172.5332,'Trojan Infected','S13207-T463'
218,2776,2286,0,2286,0,0,48,0,0,0,0,0,0,174.0545,174.0545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.6852,0,173.6852,0,173.6852,0,173.6852,'Trojan Infected','S13207-T464'
218,2769,2278,0,2278,0,0,44,0,0,0,0,0,0,173.6452,173.6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.2759,0,173.2759,0,173.2759,0,173.2759,'Trojan Infected','S13207-T465'
218,2757,2270,0,2270,0,0,38,0,0,0,0,0,0,173.1387,173.1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7694,0,172.7694,0,172.7694,0,172.7694,'Trojan Infected','S13207-T466'
218,2767,2277,0,2277,0,0,45,0,0,0,0,0,0,173.7207,173.7207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.3514,0,173.3514,0,173.3514,0,173.3514,'Trojan Infected','S13207-T467'
218,2761,2271,0,2271,0,0,45,0,0,0,0,0,0,173.386,173.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0164,0,173.0164,0,173.0164,0,173.0164,'Trojan Infected','S13207-T468'
218,2771,2280,0,2280,0,0,47,0,0,0,0,0,0,174.0238,174.0238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.6545,0,173.6545,0,173.6545,0,173.6545,'Trojan Infected','S13207-T469'
218,2757,2270,0,2270,0,0,40,0,0,0,0,0,0,173.0802,173.0802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7109,0,172.7109,0,172.7109,0,172.7109,'Trojan Infected','S13207-T471'
218,2755,2268,0,2268,0,0,38,0,0,0,0,0,0,173.0227,173.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6534,0,172.6534,0,172.6534,0,172.6534,'Trojan Infected','S13207-T472'
218,2747,2260,0,2260,0,0,37,0,0,0,0,0,0,172.599,172.599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2297,0,172.2297,0,172.2297,0,172.2297,'Trojan Infected','S13207-T473'
218,2756,2269,0,2269,0,0,38,0,0,0,0,0,0,173.0458,173.0458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6765,0,172.6765,0,172.6765,0,172.6765,'Trojan Infected','S13207-T474'
218,2858,2367,0,2367,0,0,55,0,0,0,0,0,0,180.1289,180.1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.7596,0,179.7596,0,179.7596,0,179.7596,'Trojan Infected','S13207-T475'
218,2748,2261,0,2261,0,0,38,0,0,0,0,0,0,172.7903,172.7903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.421,0,172.421,0,172.421,0,172.421,'Trojan Infected','S13207-T476'
218,2775,2284,0,2284,0,0,48,0,0,0,0,0,0,174.3822,174.3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0128,0,174.0128,0,174.0128,0,174.0128,'Trojan Infected','S13207-T477'
218,2758,2271,0,2271,0,0,37,0,0,0,0,0,0,173.1286,173.1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7593,0,172.7593,0,172.7593,0,172.7593,'Trojan Infected','S13207-T478'
218,2773,2282,0,2282,0,0,47,0,0,0,0,0,0,174.3612,174.3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.9919,0,173.9919,0,173.9919,0,173.9919,'Trojan Infected','S13207-T479'
218,2839,2348,0,2348,0,0,54,0,0,0,0,0,0,179.0805,179.0805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7113,0,178.7113,0,178.7113,0,178.7113,'Trojan Infected','S13207-T480'
218,2756,2269,0,2269,0,0,39,0,0,0,0,0,0,173.0468,173.0468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6775,0,172.6775,0,172.6775,0,172.6775,'Trojan Infected','S13207-T481'
218,2759,2272,0,2272,0,0,37,0,0,0,0,0,0,173.3255,173.3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.9563,0,172.9563,0,172.9563,0,172.9563,'Trojan Infected','S13207-T482'
218,2769,2278,0,2278,0,0,48,0,0,0,0,0,0,173.8541,173.8541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.4848,0,173.4848,0,173.4848,0,173.4848,'Trojan Infected','S13207-T483'
218,2747,2260,0,2260,0,0,36,0,0,0,0,0,0,172.5058,172.5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.1365,0,172.1365,0,172.1365,0,172.1365,'Trojan Infected','S13207-T484'
218,2756,2269,0,2269,0,0,38,0,0,0,0,0,0,173.0369,173.0369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6676,0,172.6676,0,172.6676,0,172.6676,'Trojan Infected','S13207-T485'
218,2759,2272,0,2272,0,0,40,0,0,0,0,0,0,173.1142,173.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.7448,0,172.7448,0,172.7448,0,172.7448,'Trojan Infected','S13207-T486'
218,2753,2266,0,2266,0,0,37,0,0,0,0,0,0,172.8731,172.8731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5035,0,172.5035,0,172.5035,0,172.5035,'Trojan Infected','S13207-T487'
218,2746,2259,0,2259,0,0,38,0,0,0,0,0,0,172.5731,172.5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2038,0,172.2038,0,172.2038,0,172.2038,'Trojan Infected','S13207-T488'
218,2756,2269,0,2269,0,0,38,0,0,0,0,0,0,173.0579,173.0579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6886,0,172.6886,0,172.6886,0,172.6886,'Trojan Infected','S13207-T489'
218,2795,2306,0,2306,0,0,50,0,0,0,0,0,0,175.5436,175.5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.174,0,175.174,0,175.174,0,175.174,'Trojan Infected','S13207-T600'
218,2767,2277,0,2277,0,0,43,0,0,0,0,0,0,173.6379,173.6379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.2684,0,173.2684,0,173.2684,0,173.2684,'Trojan Infected','S13207-T601'
218,2762,2275,0,2275,0,0,42,0,0,0,0,0,0,173.5001,173.5001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.1308,0,173.1308,0,173.1308,0,173.1308,'Trojan Infected','S13207-T602'
218,2782,2291,0,2291,0,0,49,0,0,0,0,0,0,174.5613,174.5613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.192,0,174.192,0,174.192,0,174.192,'Trojan Infected','S13207-T603'
218,2758,2271,0,2271,0,0,41,0,0,0,0,0,0,173.3734,173.3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0042,0,173.0042,0,173.0042,0,173.0042,'Trojan Infected','S13207-T604'
218,2763,2276,0,2276,0,0,40,0,0,0,0,0,0,173.467,173.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0977,0,173.0977,0,173.0977,0,173.0977,'Trojan Infected','S13207-T606'
218,2802,2314,0,2314,0,0,48,0,0,0,0,0,0,175.537,175.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.1678,0,175.1678,0,175.1678,0,175.1678,'Trojan Infected','S13207-T607'
218,2763,2276,0,2276,0,0,39,0,0,0,0,0,0,173.5444,173.5444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.1748,0,173.1748,0,173.1748,0,173.1748,'Trojan Infected','S13207-T608'
218,2875,2384,0,2384,0,0,55,0,0,0,0,0,0,181.161,181.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.7916,0,180.7916,0,180.7916,0,180.7916,'Trojan Infected','S13207-T609'
218,2762,2275,0,2275,0,0,38,0,0,0,0,0,0,173.3149,173.3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.9453,0,172.9453,0,172.9453,0,172.9453,'Trojan Infected','S13207-T610'
218,2786,2295,0,2295,0,0,50,0,0,0,0,0,0,174.7661,174.7661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.3968,0,174.3968,0,174.3968,0,174.3968,'Trojan Infected','S13207-T611'
218,2754,2267,0,2267,0,0,40,0,0,0,0,0,0,173.0112,173.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.6419,0,172.6419,0,172.6419,0,172.6419,'Trojan Infected','S13207-T612'
218,2782,2291,0,2291,0,0,48,0,0,0,0,0,0,174.6034,174.6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.2342,0,174.2342,0,174.2342,0,174.2342,'Trojan Infected','S13207-T613'
